cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"16363","0","1013744","1200067","PEOPLES SAVINGS BANK","Montezuma","IA","50171","12/31/2021","5/18/2022","NM","106 S. 2nd St.","ARENDTS INC","1","0","0","2","1","Poweshiek","","","1/21/1946","1/21/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.peoplesbankmonte.com","2.21094639560464E-02","0","0","0","0","0","","0","0","0.167154199749269","","0.167154199749269","0.202757502027575","0",""
"14868","11728","136048","1210468","PEOPLES SAVINGS BANK","Wellsburg","IA","50680","12/31/2021","5/18/2022","NM","414 N. Adams St.","PSB CORP","3","0","0","2","0","Grundy","47940","Waterloo-Cedar Falls, IA","1/1/1934","10/1/1934","1/1/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.bankpsb.com","1.74057911553716E-02","-4.55504083594109E-03","0","0.395319418089817","","-0.56437083505177","-106.55737704918","0","9.50825540292631E-02","-3.34806481853489E-02","","-3.34806481853489E-02","0","-8.65051903114187E-02",""
"15264","12921","242257","4902906","PEOPLES SAVINGS BANK OF RHINELAND","Rhineland","MO","65069","12/31/2021","5/18/2022","NM","101 Bluff St","RHINELAND BANCSHARES INC","11","0","0","4","0","Montgomery","","","8/12/1935","8/21/1935","12/12/2020","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.ourpsb.com","-5.33172253588217E-02","-0.106729837891018","0","-0.291681869479258","0","1.04464584184526E-02","0","1.13566674994889E-02","9.26304088790457E-02","0.15215226291911","","0.15215226291911","0.122120003256533","0.215852184424106",""
"7514","9249","278818","1139541","PEOPLES SECURITY BANK AND TRUST COMPANY","Scranton","PA","18503","12/31/2021","5/18/2022","NM","150 N. Washington Ave.","PEOPLES FINL SERVICES CORP","28","0","1","4","0","Lackawanna","42540","Scranton-Wilkes-Barre-Hazleton, PA","1/1/1905","1/1/1934","8/6/2014","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","www.psbt.com","3.19308862927217E-02","0.012636878665946","2.76590004328391E-02","2.12558233626419E-02","-3.77283868382571E-02","7.16404223919304E-03","0","8.51073320847012E-03","9.33940667849502E-02","0.138452663290815","","0.147426447022627","0.187195806813927","-0.258754528204244",""
"15939","11045","660066","","PEOPLES STATE BANK","Rocksprings","TX","78880","12/31/2021","5/18/2022","NM","101 Main St.","","1","0","0","2","1","Edwards","","","5/1/1943","5/1/1943","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.psbrocksprings.com","5.53452436297625E-03","0","0","0","","0","","0","0","0.137381508448963","","0.137381508448963","","0.137381508448963",""
"17138","10208","991854","1053526","PEOPLES STATE BANK","Blair","OK","73526","12/31/2021","5/18/2022","NM","117 E. Main St.","H PAT HENSON CO THE","2","0","0","4","1","Jackson","","","8/25/1952","8/25/1952","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.psbokonline.com","3.14472001509466E-02","0","0","0","","0","","0","0","0.262375371698443","","0.262375371698443","0","1.25944584382872",""
"12814","10276","262844","1209499","PEOPLES STATE BANK","Prairie Du Chien","WI","53821","12/31/2021","5/18/2022","NM","301 E Blackhawk Ave","PEOPLES BCORP INC","19","0","1","2","1","Crawford","","","1/22/1915","1/1/1934","7/9/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","http://www.peoplesfinancial.com","0.22506131518102","0.204786078187325","0","0.316647723989135","0","0.536920636785525","0","0.561643094862379","0.11084489388733","0.127692176725973","","0.127692176725973","0","0.29747149231532",""
"6659","13552","431323","2438399","PEOPLES STATE BANK","New Lexington","OH","43764","12/31/2021","5/18/2022","NM","110 N. Main St.","PEOPLES NATL BANCSHARES INC","5","0","0","8","0","Perry","18140","Columbus, OH","2/15/1932","1/1/1934","1/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.psbohio.com","1.53655648652801E-02","2.25377507324769E-03","0","0","0","3.25597145164231E-03","0","3.4649074176738E-03","0","0.125883281021837","-0.189035916824197","0.14051357712439","-3.57474798026739E-02","0.634475389033594",""
"10345","0","586960","5584662","PEOPLES STATE BANK","Shepherd","TX","77371","12/31/2021","5/18/2022","NM","5850 Hwy. 59 S.","ODOM AMTEX LLC","3","0","0","7","0","San Jacinto","","","9/21/1921","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.psbtexas.com","1.94443580250754E-03","0","0","0","","0","","0","0","0","","0","-3.84437951714593E-02","3.52932872167714E-02",""
"13196","11832","238250","1123821","PEOPLES STATE BANK","Westhope","ND","58793","12/31/2021","5/18/2022","NM","110 Main St","PEOPLES STATE HOLDING CO","2","0","0","2","1","Bottineau","","","6/12/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","6.93606336787493E-03","0","","0","","0","","0","6.54793085385018E-02","0","","0","0","0",""
"17685","0","43351","5301140","PEOPLES STATE BANK","Manhattan","KS","66503","12/31/2021","5/18/2022","NM","2401 N Seth Child Rd","FOOTE FINANCIAL SERVICES LLC","11","0","0","2","1","Riley","31740","Manhattan, KS","1/1/1897","11/1/1956","7/1/2021","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.psbbanks.com","0.167828129281916","0.263312153423215","0","0","0","-0.016373257885361","0","-0.016476310360963","-0.747375382002731","0.169520257670792","","0.169520257670792","-0.161411815344883","0.535459305092813",""
"18569","14149","340144","2321419","PEOPLES STATE BANK","Wausau","WI","54401","12/31/2021","5/18/2022","NM","1905 Stewart Ave","PSB HOLDINGS INC","11","0","0","4","0","Marathon","48140","Wausau, WI","8/1/1962","8/1/1962","6/12/2021","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bankpeoples.com","-4.46878192090187E-02","-5.93029458668095E-02","0","-5.44281736184648E-02","0","-0.105823693146106","0","-0.116452464708854","2.71553011673762E-02","0","","0","0","0",""
"10075","0","33839","2128896","PEOPLES STATE BANK OF COLFAX","Colfax","IL","61728","12/31/2021","5/18/2022","NM","101 W. Main St.","PEOPLES FINANCIAL CORP","1","0","0","2","0","Mclean","14010","Bloomington, IL","6/1/1892","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.psbofcolfax.com","-5.1319422348582E-03","0","0","0","","0","","0","0","0","","0","0","0",""
"10719","0","530851","3584293","PEOPLES STATE BANK OF HALLETTSVILLE","Hallettsville","TX","77964","12/31/2021","5/18/2022","NM","116 E. 3rd St.","BOZKA INVESTMENTS LTD","1","0","0","2","0","Lavaca","","","1/18/1929","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.psbhallettsville.com","1.75598175183764E-03","0","0","0","","0","0","0","0","0.041426736815941","","0.041426736815941","0","9.96313639533725E-02","0"
"15165","14659","262956","3072017","PEOPLES STATE BANK OF MUNISING","Munising","MI","49862","12/31/2021","5/18/2022","NM","100 E. Superior St.","PEOPLES STATE BCORP INC","5","0","0","4","0","Alger","","","6/7/1910","5/29/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.psbup.com","-3.49684584504777E-02","-1.58938407032591E-02","0","0","0","-6.37260013672124E-02","0","-6.42080808788335E-02","0","-0.338887319966111","","-0.338887319966111","-0.646564391935579","-5.43566885905311E-02",""
"1100","10666","786555","1427640","PEOPLES STATE BANK OF PLAINVIEW","Plainview","MN","55964","12/31/2021","5/18/2022","SM","100 4th Ave. S.E.","WRZ BANKSHARES INC","6","0","1","2","1","Wabasha","40340","Rochester, MN","6/29/1925","1/1/1934","12/20/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.peoplesstatebank.com","-8.84557908363963E-03","1.43044531193006E-03","0","0","0","-1.85919913138217E-03","0","-2.01021187633177E-03","0.012796014468027","-2.21385875581138E-02","","-2.21385875581138E-02","0","-8.17795224075892E-02",""
"10250","0","713252","4412151","PEOPLES STATE BANK OF VELVA","Velva","ND","58790","12/31/2021","5/18/2022","NM","101 N. Main","BEALL BANCSHARES INC","2","0","0","2","1","Mchenry","","","1/1/1915","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.psbvelva.com","-0.407816482582838","-0.704614641970118","0","0","-9.11465273706092","-0.172989430345806","","-0.172989430345806","0.108446637476447","0","0","0","0","0",""
"8840","0","192651","1125124","PEOPLES STATE BANK OF WELLS","Wells","MN","56097","12/31/2021","5/18/2022","NM","98 3rd St. Se","PEOPLES EQUITY CORP","1","0","0","2","1","Faribault","","","2/29/1924","1/1/1934","9/9/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.peoplesstatebankwells.com","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"17174","0","838155","2359328","PEOPLES STATE BANK, FAIRMOUNT, N. D.","Fairmount","ND","58030","12/31/2021","5/18/2022","NM","201 Main Ave.","DAKOTAH BANKSHARES INC","2","0","0","2","0","Richland","","","1/2/1953","1/2/1953","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.peoples-state.com","0","0","0","0","0","0","","0","0","0","","0","0","0",""
"13113","0","67142","3199790","PEOPLES TRUST AND SAVINGS BANK","Boonville","IN","47601","12/31/2021","5/18/2022","NM","132 S. 3rd St.","PEOPLES BANCSHARES CORP","4","0","0","4","1","Warrick","21780","Evansville, IN-KY","1/1/1895","1/1/1934","1/27/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","http://www.ptsb-in.com","-1.52533447932376E-02","-0.016015843150581","0","-5.09501087674061E-02","0","0","0","0","0","0","","0","0.168690958164642","-0.189035916824197",""
"11351","0","591740","1203910","PEOPLES TRUST AND SAVINGS BANK","Riverside","IA","52327","12/31/2021","5/18/2022","NM","90 E. Railroad St.","COUNTRY BCORP","1","0","0","7","0","Washington","26980","Iowa City, IA","3/20/1928","1/1/1934","2/17/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","https://www.riverside-bank.com","1.07103134826369","0","","0","","0","","0","0","0.512295081967213","","0.512295081967213","0","9.80392156862745","0"
"14168","0","463605","","PEOPLES TRUST COMPANY OF ST. ALBANS","Saint Albans","VT","5478","12/31/2021","5/18/2022","NM","25 Kingman St","","5","0","0","8","0","Franklin","15540","Burlington-South Burlington, VT","11/12/1866","4/2/1934","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","http://www.ptcvt.com","-8.59530529969889E-02","-0.100816072501542","0","-0.168212075737015","0","-8.94180551724556E-02","0","-0.100818854151003","0","-0.115353558657285","","-0.115353558657285","-4.22279464549639E-02","-0.272851296043656","0"
"90213","14281","613400","3186585","PEOPLESBANK","Holyoke","MA","1040","12/31/2021","5/18/2022","SB","330 Whitney Ave","PEOPLESBANCORP MHC","22","0","1","4","0","Hampden","44140","Springfield, MA","3/17/1885","7/1/1985","5/1/2021","Stock","0","1","FDIC","DIF","New York","NEW YORK","Windsor","Boston","Northeastern","Northeast","0","1","www.bankatpeoples.com","8.07779622874538E-02","0","0","0","0","0","0","0","0","1.8949030107581","","1.8949030107581","0","1.90514535121194","0"
"13879","10161","556815","1142475","PEOPLESBANK, A CODORUS VALLEY COMPANY","York","PA","17403","12/31/2021","5/18/2022","NM","109 Leader Heights Rd.","CODORUS VALLEY BCORP INC","33","0","1","4","0","York","49620","York-Hanover, PA","1/25/1934","2/10/1934","12/4/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.peoplesbanknet.com","0.13797704679461","4.85825303966037E-02","0","9.91719814190836E-02","-4.40394769871713E-03","6.62458896002786E-03","1.99362438920333E-03","8.76865068926209E-03","0.587110410306304","0","","0","0","0","-0.226096568356529"
"21292","15773","518037","1866155","PEOPLESSOUTH BANK","Colquitt","GA","39837","12/31/2021","5/18/2022","NM","203 W Crawford St.","PEOPLESSOUTH BANCSHARES INC","31","0","1","4","0","Miller","","","10/19/1973","10/19/1973","10/16/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","http://www.peoplessouth.com","8.13457317243798E-04","-1.30294473917148E-02","-0.013083970304621","-1.71129400565797E-02","0","-1.27341491678234E-02","-2.78221386321524E-03","-1.56875178548723E-02","0","0.317776594465534","","0.317776594465534","0.425029515938607","0.189003761174847",""
"57569","0","3282012","3231373","PEOPLESTRUST BANK","Hamilton","AL","35570","12/31/2021","5/18/2022","NM","1281 Military St. S.","HOMETOWN BANCSHARES INC","3","0","0","4","0","Marion","","","7/23/2004","7/23/2004","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","https://www.peoplestrustbk.com","8.43208751139471E-02","8.12737818168384E-02","0","0.212500845173816","0","0","0","0","0.130020467738147","-1.32460857816515E-02","","-1.32460857816515E-02","0","-1.87638383307689E-02","0"
"1413","0","344852","1125571","PERENNIAL BANK","Darwin","MN","55324","12/31/2021","5/18/2022","NM","318 N 1st St.","DARWIN BANCSHARES INC","4","0","0","7","1","Meeker","","","1/1/1914","1/1/1934","1/13/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","www.perennialbank.com","-3.51643935397986E-02","0","0","0","0","0","","0","-0.45948600944323","0.127319025100036","","0.127319025100036","0","0.229387862105125",""
"17089","0","212335","1081314","PERSONS BANKING COMPANY","Forsyth","GA","31029","12/31/2021","5/18/2022","NM","88 N. Lee St.","PERSONS BANKING CO INC","5","0","0","4","1","Monroe","31420","Macon, GA","1/1/1910","3/28/1952","3/30/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.personsbanking.com","-7.30599475004689E-02","1.35898787310126E-02","0","0","0","5.00010869801517E-02","0","5.56943879428915E-02","-0.994076117828451","0.865426222414539","","0.865426222414539","0","1.08925045952754",""
"29384","3367","305077","","PERU FEDERAL SAVINGS BANK","Peru","IL","61354","12/31/2021","5/18/2022","SA","1730 4th St.","","2","0","0","5","0","La Salle","","","1/1/1887","1/14/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.perufederalsavings.com","3.6605990204237E-03","3.98654143611169E-03","0","0","0","5.31920552346301E-03","0","5.39190136415105E-03","0","0","","0","0","0",""
"10829","0","602543","2728652","PETEFISH, SKILES & CO.","Virginia","IL","62691","12/31/2021","5/18/2022","NM","102 W. Beardstown St.","PETEFISH SKILES BANCSHARES INC","4","0","0","2","1","Cass","","","1/1/1870","1/1/1934","3/5/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.petefishskiles.com","-7.30401986693404E-03","-6.04480408789951E-03","0","0","","-1.94011511349673E-02","0","-1.98000198000198E-02","-2.61082972168555E-02","3.38528619209468E-02","0.75","1.39180781917633E-02","6.00300150075037E-02","-9.14327512114839E-02",""
"35084","0","2769570","2877402","PETIT JEAN STATE BANK","Morrilton","AR","72110","12/31/2021","5/18/2022","SM","707 North St. Joseph St.","PETIT JEAN BANCSHARES INC","2","0","0","4","0","Conway","","","2/16/1999","2/16/1999","5/13/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Southeast","0","1","http://www.pjsb.com","4.97385616851425E-02","0.110217671676361","0","0.244392341355003","","1.30258084685123E-02","","1.30258084685123E-02","-3.42001942571034E-02","-0.228600457200914","","-0.228600457200914","-0.278582571874304","-0.186723928671459",""
"18841","10263","342054","1249600","PHELPS COUNTY BANK","Rolla","MO","65401","12/31/2021","5/18/2022","NM","718 N. Pine St.","PHELPS CNTY BK EMPLOYEE STK OWNERSHIP PLAN","4","0","0","8","1","Phelps","","","8/1/1963","8/1/1963","6/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.mypcb.com","1.12416570844923E-02","-1.35861290307468E-02","0","0","0","-2.35915441397791E-02","0","-2.45685258545611E-02","0","0.88169780967702","","0.88169780967702","0.42352692042988","1.52586527726089",""
"41","14012","432432","2013246","PHENIX-GIRARD BANK","Phenix City","AL","36867","12/31/2021","5/18/2022","NM","801 13th St.","PHENIX-GIRARD BANCSHARES INC","4","0","0","7","1","Russell","17980","Columbus, GA-AL","5/4/1904","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.phenix-girard.com","5.37368049930666E-02","0","0","0","0","0","0","0","0","5.63651361011823","","5.63651361011823","0","10.1585728444004",""
"5722","0","667346","2948919","PHILO EXCHANGE BANK","Philo","IL","61864","12/31/2021","5/18/2022","NM","102 W. Washington St.","YANKEE RIDGE INC","5","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1883","1/1/1934","10/24/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.philobank.com","0","-2.11634836787214E-03","0","0","0","0","","0","0","7.30246823426318E-02","","7.30246823426318E-02","0.128435653737478","0",""
"29995","4504","824671","","PHOENIXVILLE FEDERAL BANK AND TRUST","Phoenixville","PA","19460","12/31/2021","5/18/2022","SB","564 Nutt Rd.","","7","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1911","1/12/1940","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.phoenixfed.com","-1.58484843992121E-02","1.95524718514236E-03","0","0","0","3.28423249363328E-03","3.87356678029129E-02","0","-0.419493689355804","0","","0","","0","0"
